ticket_id,employee_id,position_id,category,status,open_date,close_date,assigned_to,resolution_notes
TKT-002049,EMP-00320,,Payroll,Closed,2025-06-11,2025-06-02,EMP-00391,Various future clearly bag quite foreign mouth full writer low.
TKT-002050,EMP-00184,,HR Technology,Closed,2025-02-20,2025-06-17,EMP-00396,Home why commercial watch develop reason gas part.
TKT-002051,EMP-00287,PM-MGR,Onboarding,Closed,2025-08-28,2025-08-31,EMP-00394,Bill team vote blood represent hard agent position.
TKT-002052,EMP-00107,,Policy & Benefits,In Progress,2025-08-28,,EMP-00394,
TKT-002053,EMP-00028,,HR Technology,Closed,2025-10-18,2025-10-27,EMP-00393,Enjoy hit sure food particular series significant expert energy account.
TKT-002054,EMP-00370,,Policy & Benefits,Closed,2025-05-21,2025-06-01,EMP-00392,Physical build push mention officer unit both.
TKT-002055,EMP-00340,CS-IC1,Onboarding,Closed,2025-04-10,2025-05-04,EMP-00399,Out close current strategy four door soldier beat hair.
TKT-002056,EMP-00138,,Payroll,Closed,2025-08-19,2025-10-02,EMP-00399,Film foot law force foreign blue rock hand.
TKT-002057,EMP-00264,DEL-ROLE-017,Compensation,Closed,2025-03-30,2025-04-16,EMP-00394,Stage live suffer modern draw international.
TKT-002058,EMP-00121,,HR Technology,Closed,2025-03-31,2025-06-29,EMP-00393,Animal where entire suggest recent poor board wear.
TKT-002059,EMP-00089,,Employee Relations,Closed,2025-04-01,2025-05-11,EMP-00399,Along government lead past way.
TKT-002060,EMP-00180,,Policy & Benefits,Closed,2025-01-06,2025-02-01,EMP-00391,Receive model no painting strong serious.
TKT-002061,EMP-00214,,Policy & Benefits,Closed,2025-03-12,2025-03-21,EMP-00398,Even candidate suddenly money.
TKT-002062,EMP-00241,,HR Technology,In Progress,2025-11-28,,EMP-00393,
TKT-002063,EMP-00047,SALES-IC2,Offboarding,Closed,2025-03-20,2025-04-10,EMP-00395,I three very newspaper tree simply indicate western.
TKT-002064,EMP-00413,PM-MGR,Compensation,Closed,2025-01-16,2025-01-02,EMP-00396,Media society last kind fear cold manage full front scientist.
TKT-002065,EMP-00372,,Policy & Benefits,Closed,2024-12-31,2025-01-16,EMP-00398,Must fund open who someone fish require.
TKT-002066,EMP-00169,,Payroll,Closed,2025-09-12,2025-10-10,EMP-00399,Explain maybe fight pass budget bar really world agent usually according.
TKT-002067,EMP-00272,,Employee Relations,Closed,2025-09-03,2025-11-13,EMP-00045,Amount soon head director positive.
TKT-002068,EMP-00297,,Employee Relations,Closed,2025-01-17,2025-04-03,EMP-00399,Authority door poor stay yard break for.
TKT-002069,EMP-00370,DEL-ROLE-023,Compensation,Closed,2025-03-06,2025-03-13,EMP-00392,Attorney accept future almost daughter plan new consider.
TKT-002070,EMP-00194,ENG-MGR,Onboarding,Closed,2025-09-23,2025-10-21,EMP-00044,Exist expect mind pay history.
TKT-002071,EMP-00203,,Payroll,Closed,2025-04-22,2025-04-27,EMP-00397,Yet make matter sure wrong develop large PM kid we poor.
TKT-002072,EMP-00068,,Payroll,In Progress,2025-01-07,,EMP-00398,
TKT-002073,EMP-00401,,Employee Relations,Closed,2025-01-09,2025-01-27,EMP-00399,Section can suffer world region try.
TKT-002074,EMP-00006,,Employee Relations,Closed,2025-10-02,2025-11-05,EMP-00391,Decide when moment south common myself staff.
TKT-002075,EMP-00077,,Payroll,Closed,2025-06-09,2025-07-05,EMP-00399,Couple as customer century subject according.
TKT-002076,EMP-00268,,Policy & Benefits,Closed,2025-05-14,2025-05-16,EMP-00396,Perhaps arrive scene those mind indeed majority.
TKT-002077,EMP-00397,,Payroll,Closed,2025-03-21,2025-03-29,EMP-00396,Response leg agency close likely million.
TKT-002078,EMP-00042,,Payroll,Closed,2025-12-29,2025-12-31,EMP-00397,Professor computer Congress glass less.
TKT-002079,EMP-00065,PM-IC2,Compensation,In Progress,2025-06-23,,EMP-00397,
TKT-002080,EMP-00191,,HR Technology,Closed,2025-04-20,2025-05-26,EMP-00392,Section guy physical low her television walk.
TKT-002081,EMP-00192,,HR Technology,Closed,2025-02-27,2025-02-21,EMP-00392,Central bed staff talk score him price drop.
TKT-002082,EMP-00406,,Employee Relations,Closed,2025-04-16,2025-04-24,EMP-00045,Hotel near consider keep building.
TKT-002083,EMP-00168,,Payroll,Closed,2025-10-31,2025-11-12,EMP-00044,Compare lead Democrat kitchen response describe north old control.
TKT-002084,EMP-00361,,HR Technology,Closed,2025-09-30,2025-10-19,EMP-00397,For common office note pass.
TKT-002085,EMP-00213,CS-MGR,Offboarding,Open,2025-10-13,,EMP-00045,
TKT-002086,EMP-00339,FIN-MGR,Offboarding,Closed,2025-06-15,2025-06-02,EMP-00394,Thing western run son price one policy door.
TKT-002087,EMP-00203,SALES-IC2,Compensation,Closed,2025-06-27,2025-07-10,EMP-00396,Century to foot hair who smile talk music floor vote.
TKT-002088,EMP-00213,SALES-IC2,Compensation,Closed,2025-07-01,2025-08-07,EMP-00397,Individual major popular say think despite space.
TKT-002089,EMP-00045,,HR Technology,Closed,2025-11-11,2025-12-31,EMP-00397,East affect forward tend officer well marriage.
TKT-002090,EMP-00041,,Policy & Benefits,Closed,2025-03-12,2025-03-28,EMP-00394,Congress land station team keep.
TKT-002091,EMP-00139,,Policy & Benefits,Closed,2025-08-09,2025-08-13,EMP-00398,Number key class former project other.
TKT-002092,EMP-00020,,HR Technology,Closed,2025-06-08,2025-06-18,EMP-00399,Treat responsibility Democrat remain stage catch week watch million candidate.
TKT-002093,EMP-00131,,Payroll,Closed,2025-03-19,2025-04-07,EMP-00391,Speech sell better soldier however.
TKT-002094,EMP-00292,,Policy & Benefits,Closed,2025-01-15,2025-01-17,EMP-00391,Nature community third enter never.
TKT-002095,EMP-00174,,Policy & Benefits,Closed,2025-03-06,2025-03-10,EMP-00396,Specific rather letter me tell just raise really reveal these.
TKT-002096,EMP-00160,CS-IC1,Compensation,Closed,2025-04-02,2025-04-15,EMP-00396,Group door movement under sometimes two so sport American admit.
TKT-002097,EMP-00182,DEL-ROLE-017,Learning & Development,In Progress,2025-01-15,,EMP-00045,
TKT-002098,EMP-00286,,HR Technology,Closed,2025-06-25,2025-07-23,EMP-00392,Door hold bank of some fly least.
TKT-002099,EMP-00019,,HR Technology,Closed,2025-09-09,2025-10-06,EMP-00397,Strong clear decide road together test age chance.
TKT-002100,EMP-00106,,HR Technology,Closed,2025-02-07,2025-03-17,EMP-00395,Cold unit walk see professional begin current everyone test memory.
TKT-002101,EMP-00291,,HR Technology,Closed,2025-08-05,2025-10-19,EMP-00392,Partner cultural above indeed like.
TKT-002102,EMP-00197,,Payroll,Closed,2025-06-15,2025-07-22,EMP-00392,Rather matter participant boy huge plan.
TKT-002103,EMP-00147,PM-MGR,Onboarding,Closed,2025-10-20,2025-11-19,EMP-00044,Break church term under whether improve.
TKT-002104,EMP-00363,DATA-IC2,Offboarding,Closed,2025-03-14,2025-03-22,EMP-00391,Apply paper second become both idea.
TKT-002105,EMP-00156,,Payroll,Closed,2025-06-05,2025-06-21,EMP-00394,Tree among pay all carry garden.
TKT-002106,EMP-00282,,HR Technology,Closed,2025-04-26,2025-06-27,EMP-00393,Service usually cup performance role already occur issue front movie.
TKT-002107,EMP-00083,,HR Technology,Closed,2025-10-27,2025-12-23,EMP-00392,Lay theory specific since billion share.
TKT-002108,EMP-00055,,Policy & Benefits,Closed,2025-04-25,2025-04-29,EMP-00391,Computer bed age next house modern two.
TKT-002109,EMP-00382,DATA-IC2,Onboarding,Closed,2025-01-17,2025-02-03,EMP-00397,Office force care others.
TKT-002110,EMP-00302,,HR Technology,Closed,2025-08-20,2025-11-04,EMP-00395,Can style option red happen whose return style.
TKT-002111,EMP-00266,,HR Technology,Closed,2025-03-22,2025-05-09,EMP-00393,Special save ability us resource.
TKT-002112,EMP-00006,,HR Technology,Closed,2025-04-30,2025-07-16,EMP-00395,Other campaign reason market admit best why budget every interest.
TKT-002113,EMP-00275,,HR Technology,Closed,2025-01-10,2025-03-06,EMP-00392,Near much hold several candidate suffer else avoid.
TKT-002114,EMP-00314,,HR Technology,Closed,2025-05-19,2025-08-20,EMP-00394,Agent wrong us institution gun class.
TKT-002115,EMP-00281,,HR Technology,Closed,2025-09-15,2025-09-23,EMP-00399,Newspaper everyone coach people kitchen return be.
TKT-002116,EMP-00371,,Payroll,In Progress,2025-08-25,,EMP-00044,
TKT-002117,EMP-00181,,HR Technology,Closed,2025-12-03,2025-12-01,EMP-00394,Technology against direction call example practice too garden end.
TKT-002118,EMP-00315,,Payroll,Closed,2025-09-28,2025-10-27,EMP-00393,Still range politics develop report experience.
TKT-002119,EMP-00272,DATA-IC2,Onboarding,Closed,2025-11-26,2025-12-13,EMP-00045,Around admit guy toward what north shoulder.
TKT-002120,EMP-00031,CS-IC2,Onboarding,Closed,2025-07-22,2025-08-07,EMP-00397,Happy throw final assume kind quality your head interesting.
TKT-002121,EMP-00020,,Payroll,Closed,2025-10-06,2025-10-10,EMP-00044,Watch economy success carry special left.
TKT-002122,EMP-00098,,HR Technology,Closed,2025-09-03,2025-09-18,EMP-00397,Book never shoulder something.
TKT-002123,EMP-00322,ENG-IC1,Learning & Development,In Progress,2025-10-31,,EMP-00045,
TKT-002124,EMP-00207,,Employee Relations,Closed,2025-11-24,2025-12-26,EMP-00044,But debate south say include discover last everybody wall major.
TKT-002125,EMP-00250,CS-MGR,Onboarding,Closed,2025-06-17,2025-07-19,EMP-00044,Might name might speech prove language challenge air rest.
TKT-002126,EMP-00039,,Payroll,Closed,2025-04-24,2025-06-16,EMP-00393,Region less crime amount laugh east left director.
TKT-002127,EMP-00319,,Employee Relations,Closed,2025-10-14,2025-11-03,EMP-00044,Why spend explain wide west.
TKT-002128,EMP-00133,,Payroll,In Progress,2025-10-03,,EMP-00392,
TKT-002129,EMP-00282,,Policy & Benefits,Closed,2025-06-26,2025-07-02,EMP-00393,Feel song company region agent north consider mother month.
TKT-002130,EMP-00327,,Policy & Benefits,Closed,2025-06-04,2025-06-09,EMP-00392,Land region other many daughter night free yourself.
TKT-002131,EMP-00186,DEL-ROLE-041,Offboarding,Closed,2025-02-14,2025-03-07,EMP-00393,Parent church special voice two stuff.
TKT-002132,EMP-00011,,Policy & Benefits,In Progress,2025-05-18,,EMP-00399,
TKT-002133,EMP-00265,PM-IC2,Learning & Development,Closed,2025-01-25,2025-02-13,EMP-00394,Join chance good ask drive catch table affect.
TKT-002134,EMP-00261,,Employee Relations,Closed,2025-03-15,2025-04-27,EMP-00399,Woman idea international financial form.
TKT-002135,EMP-00037,CS-IC2,Learning & Development,Closed,2025-05-08,2025-06-02,EMP-00394,Agent attack bring land magazine level trial also see enjoy.
TKT-002136,EMP-00210,,HR Technology,Closed,2025-06-13,2025-08-10,EMP-00397,Name walk attack resource serious teach piece.
TKT-002137,EMP-00058,,HR Technology,Closed,2025-06-03,2025-07-23,EMP-00044,Off fire property remain first common eight.
TKT-002138,EMP-00184,,Policy & Benefits,In Progress,2025-06-18,,EMP-00396,
TKT-002139,EMP-00175,,Policy & Benefits,Closed,2025-01-10,2025-01-14,EMP-00044,Maybe space father store start upon house paper writer police.
TKT-002140,EMP-00388,HR-IC2,Onboarding,Closed,2025-03-18,2025-04-12,EMP-00392,Cup opportunity rate sport him.
TKT-002141,EMP-00253,,HR Technology,Closed,2025-06-04,2025-08-10,EMP-00393,Seek bill traditional western chance machine weight machine number eat.
TKT-002142,EMP-00266,SALES-SR,Learning & Development,Closed,2025-07-23,2025-09-08,EMP-00044,Several join decision read middle opportunity.
TKT-002143,EMP-00297,,HR Technology,Closed,2025-11-12,2025-11-18,EMP-00399,Old treatment yet land address represent treat.
TKT-002144,EMP-00114,PM-IC2,Offboarding,Closed,2025-11-15,2025-12-02,EMP-00391,Third summer what cause Democrat anything.
TKT-002145,EMP-00300,HR-IC2,Offboarding,Closed,2025-11-28,2025-12-20,EMP-00393,Star music commercial become area citizen program agree sort.
TKT-002146,EMP-00368,,Payroll,Closed,2025-07-11,2025-07-17,EMP-00392,Else support top nation wind base hard reduce past message mean.
TKT-002147,EMP-00212,,HR Technology,Closed,2025-10-15,2025-12-31,EMP-00392,Large chair born wish while room Mr personal who until.
TKT-002148,EMP-00054,,Policy & Benefits,Closed,2025-03-19,2025-04-14,EMP-00394,Air star audience national human employee movement claim build water.
TKT-002149,EMP-00059,,HR Technology,Closed,2025-11-03,2025-12-15,EMP-00396,Miss scene do work win health usually much.
TKT-002150,EMP-00387,,Policy & Benefits,In Progress,2025-10-23,,EMP-00392,
TKT-002151,EMP-00101,DATA-MGR,Compensation,Closed,2025-12-21,2025-12-31,EMP-00397,Speech else another listen list.
TKT-002152,EMP-00304,,HR Technology,Closed,2025-09-29,2025-11-14,EMP-00397,Stock conference country nor federal.
TKT-002153,EMP-00095,DATA-MGR,Compensation,In Progress,2025-07-08,,EMP-00392,
TKT-002154,EMP-00360,ENG-STAFF,Onboarding,Closed,2025-10-23,2025-10-15,EMP-00044,Before possible base citizen through purpose opportunity social.
TKT-002155,EMP-00265,,Payroll,In Progress,2025-09-22,,EMP-00395,
TKT-002156,EMP-00214,EXEC,Learning & Development,Closed,2025-07-03,2025-08-11,EMP-00398,Prove nice measure leg sell official yourself us local play.
TKT-002157,EMP-00393,,Payroll,Closed,2025-10-06,2025-10-26,EMP-00396,Amount great require else so so interest.
TKT-002158,EMP-00035,,HR Technology,Closed,2025-04-25,2025-06-22,EMP-00391,Interview manager necessary easy maintain purpose speak network.
TKT-002159,EMP-00417,,Policy & Benefits,Closed,2025-08-19,2025-08-21,EMP-00044,Four help blood use ok teacher probably.
TKT-002160,EMP-00357,,Payroll,Closed,2025-05-11,2025-05-14,EMP-00396,Consider policy those unit reduce executive particular himself.
TKT-002161,EMP-00097,,Payroll,Closed,2025-03-13,2025-03-09,EMP-00398,Result very investment enter memory charge know.
TKT-002162,EMP-00193,,Payroll,Closed,2025-12-13,2025-12-27,EMP-00045,Night bill central wonder green set.
TKT-002163,EMP-00089,,Payroll,Closed,2025-05-28,2025-07-13,EMP-00391,Image my by maybe off smile develop movement mouth maybe pass.
TKT-002164,EMP-00299,,Payroll,Closed,2025-03-24,2025-03-29,EMP-00044,Case else look wrong send knowledge office interesting perhaps.
TKT-002165,EMP-00094,SALES-SR,Offboarding,Closed,2025-11-18,2025-12-10,EMP-00392,Become available your both to.
TKT-002166,EMP-00207,,HR Technology,Closed,2025-11-07,2025-11-22,EMP-00394,Group sense outside spring your their resource.
TKT-002167,EMP-00205,,HR Technology,In Progress,2025-11-17,,EMP-00399,
TKT-002168,EMP-00291,CS-MGR,Onboarding,Closed,2025-02-18,2025-03-10,EMP-00044,Discussion little imagine a cost.
TKT-002169,EMP-00175,,HR Technology,Closed,2025-11-07,2025-11-29,EMP-00395,Analysis effort news behind forward stop against.
TKT-002170,EMP-00260,EXEC,Compensation,Closed,2025-09-27,2025-10-17,EMP-00394,Growth what seek many energy pattern.
TKT-002171,EMP-00066,,HR Technology,Closed,2025-09-15,2025-10-19,EMP-00394,Fish all cover eye agreement note I as sense.
TKT-002172,EMP-00046,SALES-IC2,Learning & Development,Closed,2025-05-02,2025-06-09,EMP-00393,To use assume middle record organization of national among.
TKT-002173,EMP-00121,ENG-IC1,Onboarding,Closed,2025-08-06,2025-08-20,EMP-00396,What role term left necessary best bag even might yet.
TKT-002174,EMP-00036,,HR Technology,Closed,2025-11-21,2025-12-14,EMP-00397,Style performance try phone water national pattern.
TKT-002175,EMP-00112,ENG-IC2,Learning & Development,Closed,2025-09-26,2025-10-12,EMP-00394,Pay trip recognize ok recent near find medical note read.
TKT-002176,EMP-00370,,Employee Relations,Closed,2025-10-09,2025-11-01,EMP-00045,Force open without sound any.
TKT-002177,EMP-00320,,Payroll,Closed,2025-02-07,2025-03-15,EMP-00394,Party reveal quickly around reach local.
TKT-002178,EMP-00059,FIN-MGR,Offboarding,Closed,2025-04-04,2025-04-13,EMP-00392,East up threat and box listen institution rock.
TKT-002179,EMP-00412,,Policy & Benefits,Closed,2025-11-28,2025-12-19,EMP-00397,Strategy Mrs side space debate fire improve.
TKT-002180,EMP-00175,MKT-IC2,Learning & Development,Closed,2025-05-25,2025-06-23,EMP-00044,Beyond often foreign outside her account.
TKT-002181,EMP-00268,DATA-MGR,Learning & Development,Closed,2025-11-16,2025-12-31,EMP-00044,Order prepare feeling career morning.
TKT-002182,EMP-00051,DATA-SR,Learning & Development,Closed,2025-11-28,2025-12-27,EMP-00393,Economic another turn your radio ever total technology party issue.
TKT-002183,EMP-00175,DATA-SR,Learning & Development,Closed,2025-06-25,2025-07-29,EMP-00394,Anyone smile energy add so financial interest hair.
TKT-002184,EMP-00180,,HR Technology,Closed,2025-09-06,2025-10-12,EMP-00393,Future throughout number site final five determine sit source.
TKT-002185,EMP-00203,,Employee Relations,In Progress,2025-07-18,,EMP-00393,
TKT-002186,EMP-00284,,HR Technology,Closed,2025-05-08,2025-07-15,EMP-00396,Interesting drug site election identify.
TKT-002187,EMP-00219,,Payroll,Closed,2025-10-21,2025-11-29,EMP-00398,Situation take contain industry red approach how free.
TKT-002188,EMP-00127,FIN-MGR,Learning & Development,Closed,2025-06-27,2025-08-30,EMP-00397,Get understand across use international talk brother charge Congress seven.
TKT-002189,EMP-00176,,HR Technology,Closed,2025-09-28,2025-11-11,EMP-00399,Into thing really listen husband shake party hope billion.
TKT-002190,EMP-00336,,Payroll,Closed,2025-09-21,2025-10-03,EMP-00391,Exactly work begin treat system spring.
TKT-002191,EMP-00352,SALES-IC2,Onboarding,Closed,2025-09-06,2025-09-20,EMP-00393,Mouth military hold art set woman address.
TKT-002192,EMP-00340,ENG-IC2,Compensation,Closed,2025-01-25,2025-03-14,EMP-00393,Open word loss manager next cultural bad official think.
TKT-002193,EMP-00419,,HR Technology,Closed,2025-02-23,2025-05-29,EMP-00394,Know size add soon land yes impact enjoy.
TKT-002194,EMP-00136,FIN-IC2,Compensation,Closed,2025-06-01,2025-06-13,EMP-00391,Police interesting challenge book clearly data.
TKT-002195,EMP-00084,HR-MGR,Onboarding,Closed,2025-01-15,2025-01-21,EMP-00399,Director service long direction generation open history.
TKT-002196,EMP-00276,,Employee Relations,Closed,2025-06-23,2025-07-20,EMP-00395,Answer never wind player happy enter method finally but newspaper.
TKT-002197,EMP-00007,,Payroll,Closed,2025-12-22,2025-12-31,EMP-00394,Me these gun sell wear another put.
TKT-002198,EMP-00096,SALES-IC2,Offboarding,Closed,2025-07-24,2025-08-11,EMP-00399,Effort present expect level science thank suddenly baby cause.
TKT-002199,EMP-00309,ENG-STAFF,Onboarding,Closed,2025-03-11,2025-04-17,EMP-00044,Child require language show pass say.
TKT-002200,EMP-00172,,HR Technology,Open,2025-03-13,,EMP-00397,
TKT-002201,EMP-00073,,HR Technology,Closed,2025-09-01,2025-10-22,EMP-00399,Radio per spring be just similar shake drug fall.
TKT-002202,EMP-00047,,Payroll,In Progress,2025-04-14,,EMP-00397,
TKT-002203,EMP-00413,,Policy & Benefits,Closed,2025-07-20,2025-08-01,EMP-00391,Majority air test never here college.
TKT-002204,EMP-00164,PM-MGR,Learning & Development,Closed,2025-11-27,2025-12-31,EMP-00396,Today government actually myself song.
TKT-002205,EMP-00289,DATA-SR,Onboarding,Closed,2025-05-03,2025-05-15,EMP-00393,Parent hit east among forget.
TKT-002206,EMP-00174,,Payroll,Closed,2025-03-19,2025-04-01,EMP-00397,Almost participant society director rest me.
TKT-002207,EMP-00293,,Employee Relations,Closed,2025-04-01,2025-04-19,EMP-00397,Environment throw former director figure along.
TKT-002208,EMP-00308,,HR Technology,Closed,2025-10-31,2025-12-31,EMP-00045,Method resource how listen expert.
TKT-002209,EMP-00074,,Payroll,Closed,2025-08-09,2025-09-06,EMP-00391,Successful generation common effect true.
TKT-002210,EMP-00041,,Payroll,Closed,2025-08-20,2025-08-23,EMP-00398,Energy into stay decision movement gun at owner.
TKT-002211,EMP-00144,ENG-STAFF,Learning & Development,Closed,2025-11-21,2025-12-20,EMP-00045,Late six blue politics prepare travel.
TKT-002212,EMP-00012,ENG-SR,Learning & Development,Closed,2025-10-12,2025-12-20,EMP-00391,Drive other chair lead maybe produce them save.
TKT-002213,EMP-00177,,Policy & Benefits,Closed,2025-09-21,2025-09-25,EMP-00399,Nothing international only method choice thought real article year fire official.
TKT-002214,EMP-00148,,Employee Relations,Closed,2025-12-23,2025-12-31,EMP-00392,Study bit style race effect discussion.
TKT-002215,EMP-00355,,Payroll,Closed,2025-07-23,2025-07-26,EMP-00044,Technology worry music white report.
TKT-002216,EMP-00245,,Payroll,Closed,2025-07-19,2025-08-24,EMP-00044,Environmental toward story possible or clear.
TKT-002217,EMP-00117,ENG-IC1,Learning & Development,Closed,2025-08-09,2025-10-10,EMP-00392,Draw society character both position near air.
TKT-002218,EMP-00134,,HR Technology,Closed,2025-04-21,2025-05-14,EMP-00392,Want note work military method any.
TKT-002219,EMP-00370,DEL-ROLE-041,Learning & Development,Closed,2024-12-31,2025-01-23,EMP-00399,News deep certainly and bring continue compare able as miss.
TKT-002220,EMP-00157,,Policy & Benefits,Closed,2025-11-26,2025-12-06,EMP-00398,Its boy travel meet place public newspaper soon lose.
TKT-002221,EMP-00238,,Employee Relations,Closed,2025-01-10,2025-03-06,EMP-00392,Business natural stand country himself behavior article right.
TKT-002222,EMP-00117,,Employee Relations,Closed,2025-11-02,2025-11-22,EMP-00044,Eye floor during want operation sense skill everybody situation short.
TKT-002223,EMP-00313,,HR Technology,Closed,2025-01-16,2025-04-04,EMP-00393,Political crime finally term open story so alone cup significant.
TKT-002224,EMP-00229,DEL-ROLE-041,Learning & Development,Closed,2025-12-10,2025-12-31,EMP-00045,Lead seem trouble about.
TKT-002225,EMP-00362,FIN-MGR,Learning & Development,Closed,2025-07-21,2025-08-16,EMP-00391,Want weight open join avoid affect ready.
TKT-002226,EMP-00262,CS-IC2,Learning & Development,Closed,2025-04-23,2025-05-28,EMP-00394,Item to hope environmental available toward hotel he test.
TKT-002227,EMP-00168,,HR Technology,Closed,2025-03-05,2025-04-20,EMP-00395,Region through wall would ability.
TKT-002228,EMP-00067,,Policy & Benefits,In Progress,2025-03-09,,EMP-00398,
TKT-002229,EMP-00163,,HR Technology,Closed,2025-09-14,2025-11-09,EMP-00391,Must beyond pass two option significant light mission address.
TKT-002230,EMP-00302,,Policy & Benefits,Closed,2025-08-17,2025-08-21,EMP-00397,Set involve nature family cell move nothing perform city parent.
TKT-002231,EMP-00146,,Payroll,Closed,2025-08-22,2025-09-02,EMP-00044,Month music newspaper mind.
TKT-002232,EMP-00304,,Policy & Benefits,Closed,2025-08-07,2025-08-31,EMP-00045,Brother more radio political sit authority air sort investment guy.
TKT-002233,EMP-00389,,HR Technology,Closed,2025-06-07,2025-07-16,EMP-00394,Notice to age organization call.
TKT-002234,EMP-00202,DATA-IC2,Learning & Development,Closed,2025-09-20,2025-11-15,EMP-00394,Car thing shake grow support.
TKT-002235,EMP-00139,,Payroll,Closed,2025-03-03,2025-03-07,EMP-00394,Miss next their herself few bad take set woman occur various.
TKT-002236,EMP-00111,,Employee Relations,In Progress,2025-03-16,,EMP-00045,
TKT-002237,EMP-00159,,HR Technology,Closed,2025-12-19,2025-12-31,EMP-00394,Six guess member will brother.
TKT-002238,EMP-00007,,Payroll,In Progress,2025-04-20,,EMP-00393,
TKT-002239,EMP-00368,,HR Technology,Closed,2025-06-14,2025-07-30,EMP-00397,Lead relationship provide case father own six benefit pull.
TKT-002240,EMP-00389,PM-SR,Onboarding,Closed,2025-08-07,2025-08-12,EMP-00396,Certain begin require idea case entire class owner local mention.
TKT-002241,EMP-00204,,Employee Relations,Closed,2025-12-16,2025-12-31,EMP-00391,Last specific think tree enough.
TKT-002242,EMP-00297,,Policy & Benefits,Closed,2025-05-18,2025-05-22,EMP-00399,Entire car statement get family main strong five.
TKT-002243,EMP-00166,MKT-MGR,Compensation,Closed,2025-09-12,2025-10-23,EMP-00391,Call suddenly center suddenly happen store report adult same.
TKT-002244,EMP-00146,,Payroll,Closed,2025-06-01,2025-06-04,EMP-00391,Place detail region garden every.
TKT-002245,EMP-00065,DEL-ROLE-041,Offboarding,Closed,2025-10-20,2025-10-26,EMP-00044,Least deep carry summer like.
TKT-002246,EMP-00254,ENG-MGR,Offboarding,In Progress,2025-12-16,,EMP-00395,
TKT-002247,EMP-00050,,Policy & Benefits,Closed,2025-11-17,2025-12-07,EMP-00045,Me try particularly thought those evidence.
TKT-002248,EMP-00002,DEL-ROLE-023,Learning & Development,Closed,2025-08-14,2025-08-23,EMP-00392,Become minute war stage consumer.
TKT-002249,EMP-00232,EXEC,Onboarding,Closed,2025-09-12,2025-09-16,EMP-00393,Response drive carry information hope value under.
TKT-002250,EMP-00208,,HR Technology,Closed,2025-06-03,2025-08-28,EMP-00395,According assume skill wall political send arrive break.
TKT-002251,EMP-00315,PM-IC2,Learning & Development,Closed,2025-08-10,2025-10-02,EMP-00044,Window particular such though body staff beat control.
TKT-002252,EMP-00054,,HR Technology,In Progress,2025-08-14,,EMP-00393,
TKT-002253,EMP-00322,,HR Technology,Open,2025-12-31,,EMP-00398,
TKT-002254,EMP-00027,,Policy & Benefits,In Progress,2025-03-20,,EMP-00396,
TKT-002255,EMP-00029,CS-MGR,Onboarding,Closed,2025-08-07,2025-09-03,EMP-00392,Section analysis guy water television.
TKT-002256,EMP-00023,,Payroll,Closed,2025-06-23,2025-07-14,EMP-00399,Apply notice current allow audience involve finish address whatever.
TKT-002257,EMP-00400,,HR Technology,Closed,2025-02-07,2025-03-18,EMP-00399,Town stop president theory off fine represent.
TKT-002258,EMP-00068,SALES-IC2,Onboarding,Closed,2025-08-04,2025-08-25,EMP-00399,Dinner position something miss including new degree.
TKT-002259,EMP-00390,,Payroll,Closed,2025-05-24,2025-05-31,EMP-00044,General organization everything line break student because person.
TKT-002260,EMP-00282,,Policy & Benefits,Closed,2025-05-07,2025-05-21,EMP-00399,Understand within dark financial Mrs degree side similar along forward.
TKT-002261,EMP-00216,ENG-STAFF,Compensation,In Progress,2025-04-16,,EMP-00399,
TKT-002262,EMP-00349,HR-IC2,Learning & Development,Closed,2025-03-30,2025-04-13,EMP-00394,Goal no particularly develop consumer life.
TKT-002263,EMP-00198,,Employee Relations,Closed,2025-01-11,2025-01-07,EMP-00045,Degree think so growth eight shake statement.
TKT-002264,EMP-00336,,Policy & Benefits,Closed,2025-12-10,2025-12-15,EMP-00044,The character morning if event nation although investment.
TKT-002265,EMP-00196,DATA-SR,Onboarding,Closed,2025-10-08,2025-10-23,EMP-00399,Open despite response edge federal my.
TKT-002266,EMP-00024,,Benefits,In Progress,2025-03-26,,EMP-00394,
TKT-002267,EMP-00389,,Payroll,Closed,2025-03-11,2025-04-11,EMP-00394,Natural whose fish direction TV something.
TKT-002268,EMP-00170,,HR Technology,Closed,2025-02-07,2025-04-10,EMP-00394,Why fear trip music former apply staff until relate hour large.
TKT-002269,EMP-00137,ENG-SR,Compensation,In Progress,2025-12-31,,EMP-00392,
TKT-002270,EMP-00169,,Payroll,Closed,2025-11-25,2025-12-26,EMP-00394,Good hair however deal consumer station order must.
TKT-002271,EMP-00194,PM-IC2,Compensation,Closed,2025-03-29,2025-04-03,EMP-00391,Total foot amount pick finally agree wrong big.
TKT-002272,EMP-00411,,Employee Relations,Closed,2025-10-31,2025-12-15,EMP-00391,Between bar beyond single walk believe worry.
TKT-002273,EMP-00390,,Payroll,In Progress,2025-05-14,,EMP-00044,
TKT-002274,EMP-00311,DATA-SR,Onboarding,Closed,2025-06-08,2025-06-21,EMP-00391,Central south region knowledge.
TKT-002275,EMP-00282,DEL-ROLE-041,Offboarding,Closed,2025-05-26,2025-06-10,EMP-00044,Approach reflect collection agency response he doctor stage.
TKT-002276,EMP-00394,,Policy & Benefits,Open,2025-04-24,,EMP-00396,
